,LoF_T,LoF_UT,LoF_OR,LoF_P_value,Missense_T,Missense_UT,Missense_OR,Missense_P_value,LoF.Missense_T,LoF.Missense_UT,LoF.Missense_OR,LoF.Missense_P_value
CASP7,0,0,0,1,0,0,0,1,0,0,0,1
PLEKHS1,0,0,0,1,0,0,0,1,0,0,0,1
DCLRE1A,0,0,0,1,0,0,0,1,0,0,0,1
NHLRC2,0,0,0,1,0,0,0,1,0,0,0,1
TDRD1,0,0,0,1,0,0,0,1,0,0,0,1
VWA2,11,11,1,0.584094048,0,0,0,1,11,11,1,0.584094048
AFAP1L2,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
ABLIM1,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
USP6NL,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
FAM160B1,0,0,0,1,0,0,0,1,0,0,0,1
TRUB1,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
ATRNL1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
GFRA1,0,0,0,1,0,0,0,1,0,0,0,1
CCDC172,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PNLIPRP3,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PNLIP,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
PNLIPRP1,34,37,0.918941124,0.682346179,0,0,0,1,34,37,0.918941124,0.682346179
PNLIPRP2,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
C10orf82,0,0,0,1,0,0,0,1,0,0,0,1
HSPA12A,0,0,0,1,0,0,0,1,0,0,0,1
ENO4,8,16,0.500014257,0.968042672,0,0,0,1,8,16,0.500014257,0.968042672
VAX1,0,0,0,1,0,0,0,1,0,0,0,1
KCNK18,0,1,0,1,0,0,0,1,0,1,0,1
SLC18A2,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
PDZD8,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ECHDC3,5,10,0.500014256,0.940765381,0,0,0,1,5,10,0.500014256,0.940765381
RAB11FIP2,2,2,1,0.6875,1,1,1,0.75,3,3,1,0.65625
FAM204A,0,0,0,1,0,0,0,1,0,0,0,1
ADARB2,3,2,1.499971557,0.5,20,18,1.111105315,0.43570734,23,20,1.149993645,0.380395821
PROSER2,0,0,0,1,0,0,0,1,0,0,0,1
PRLHR,0,0,0,1,0,0,0,1,0,0,0,1
CACUL1,0,0,0,1,0,0,0,1,0,0,0,1
EIF3A,0,0,0,1,0,0,0,1,0,0,0,1
FAM45A,0,0,0,1,0,0,0,1,0,0,0,1
SFXN4,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
PRDX3,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
GRK5,0,1,0,1,21,12,1.74995639,0.081377829,21,13,1.615348913,0.114740507
UPF2,0,0,0,1,0,0,0,1,0,0,0,1
RGS10,0,0,0,1,0,0,0,1,0,0,0,1
TIAL1,0,0,0,1,0,0,0,1,0,0,0,1
BAG3,0,0,0,1,0,0,0,1,0,0,0,1
INPP5F,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
MCMBP,0,0,0,1,0,0,0,1,0,0,0,1
SEC23IP,11,13,0.846159635,0.729371905,0,0,0,1,11,13,0.846159635,0.729371905
DHTKD1,14,10,1.399978101,0.270628095,0,0,0,1,14,10,1.399978101,0.270628095
WDR11,0,0,0,1,0,0,0,1,0,0,0,1
SEC61A2,0,0,0,1,1,1,1,0.75,1,1,1,0.75
FGFR2,0,0,0,1,8,6,1.333315842,0.395263672,8,6,1.333315842,0.395263672
NUDT5,0,0,0,1,0,0,0,1,0,0,0,1
ATE1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
NSMCE4A,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CDC123,0,0,0,1,0,0,0,1,0,0,0,1
TACC2,0,1,0,1,0,0,0,1,0,1,0,1
BTBD16,13,14,0.928601811,0.649445981,0,0,0,1,13,14,0.928601811,0.649445981
PLEKHA1,11,10,1.099983702,0.5,0,0,0,1,11,10,1.099983702,0.5
ARMS2,0,0,0,1,0,0,0,1,0,0,0,1
HTRA1,0,0,0,1,0,0,0,1,0,0,0,1
DMBT1,39,37,1.054072207,0.454388463,1,1,1,0.75,40,38,1.052648811,0.454973226
C10orf120,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
CUZD1,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
FAM24B,0,0,0,1,0,0,0,1,0,0,0,1
FAM24A,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
C10orf88,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PSTK,0,0,0,1,0,0,0,1,0,0,0,1
IKZF5,0,0,0,1,0,0,0,1,0,0,0,1
ACADSB,7,14,0.500014257,0.960823059,0,0,0,1,7,14,0.500014257,0.960823059
HMX3,0,0,0,1,0,0,0,1,0,0,0,1
HMX2,1,4,0.250027597,0.96875,0,1,0,1,1,5,0.200016783,0.984375
BUB3,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
CAMK1D,0,0,0,1,0,0,0,1,0,0,0,1
GPR26,1,0,Inf,0.5,3,3,1,0.65625,4,3,1.333315843,0.5
CPXM2,7,8,0.875004583,0.696380615,0,0,0,1,7,8,0.875004583,0.696380615
CHST15,0,0,0,1,0,0,0,1,0,0,0,1
OAT,1,1,1,0.75,0,0,0,1,1,1,1,0.75
LHPP,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
FAM53B,0,0,0,1,0,0,0,1,0,0,0,1
ZRANB1,0,0,0,1,3,1,3.000079991,0.3125,3,1,3.000079991,0.3125
CTBP2,1,4,0.250027597,0.96875,1,1,1,0.75,2,5,0.399989311,0.9375
TEX36,0,1,0,1,0,0,0,1,0,1,0,1
EDRF1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
MMP21,9,9,1,0.592735291,0,1,0,1,9,10,0.900004767,0.676197052
UROS,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
BCCIP,0,0,0,1,0,0,0,1,0,0,0,1
DHX32,0,0,0,1,0,0,0,1,0,0,0,1
FANK1,4,9,0.444428746,0.953857422,0,0,0,1,4,9,0.444428746,0.953857422
ADAM12,0,0,0,1,0,0,0,1,0,0,0,1
C10orf90,0,0,0,1,0,0,0,1,0,0,0,1
DOCK1,3,6,0.500014256,0.91015625,0,0,0,1,3,6,0.500014256,0.91015625
NPS,0,1,0,1,0,0,0,1,0,1,0,1
FOXI2,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
CLRN3,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
PTPRE,0,1,0,1,1,3,0.333324446,0.9375,1,4,0.250027597,0.96875
MKI67,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
CCDC3,5,14,0.357134459,0.990394592,0,0,0,1,5,14,0.357134459,0.990394592
MGMT,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
EBF3,0,0,0,1,4,2,1.99994298,0.34375,4,2,1.99994298,0.34375
GLRX3,0,0,0,1,0,0,0,1,0,0,0,1
OPTN,1,6,0.166678457,0.9921875,0,0,0,1,1,6,0.166678457,0.9921875
TCERG1L,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
MCM10,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
BNIP3,0,0,0,1,0,0,0,1,0,0,0,1
JAKMIP3,20,22,0.909104312,0.678015522,0,0,0,1,20,22,0.909104312,0.678015522
DPYSL4,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
STK32C,0,0,0,1,9,14,0.642870364,0.894980192,9,14,0.642870364,0.894980192
UCMA,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
LRRC27,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
PWWP2B,0,0,0,1,5,2,2.500066806,0.2265625,5,2,2.500066806,0.2265625
INPP5A,0,0,0,1,0,0,0,1,0,0,0,1
PHYH,0,0,0,1,0,0,0,1,0,0,0,1
NKX6-2,0,0,0,1,0,0,0,1,0,0,0,1
KNDC1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SEPHS1,0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
UTF1,0,0,0,1,0,0,0,1,0,0,0,1
VENTX,0,0,0,1,0,0,0,1,0,0,0,1
ADAM8,17,14,1.214275751,0.360050066,0,0,0,1,17,14,1.214275751,0.360050066
TUBGCP2,8,5,1.599965251,0.290527344,0,0,0,1,8,5,1.599965251,0.290527344
ZNF511,0,0,0,1,0,0,0,1,0,0,0,1
CALY,0,0,0,1,0,0,0,1,0,0,0,1
FUOM,0,0,0,1,0,0,0,1,0,0,0,1
ECHS1,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
PAOX,0,0,0,1,0,0,0,1,0,0,0,1
MTG1,0,0,0,1,0,0,0,1,0,0,0,1
SPRN,0,0,0,1,4,7,0.571442807,0.88671875,4,7,0.571442807,0.88671875
CYP2E1,0,0,0,1,0,0,0,1,0,0,0,1
SYCE1,10,6,1.666627894,0.227249146,0,0,0,1,10,6,1.666627894,0.227249146
BEND7,0,0,0,1,0,0,0,1,0,0,0,1
PRPF18,0,0,0,1,0,0,0,1,0,0,0,1
FRMD4A,2,0,Inf,0.25,8,11,0.727283434,0.820358276,10,11,0.909104379,0.668188095
FAM107B,0,0,0,1,0,0,0,1,0,0,0,1
CDNF,5,8,0.625013574,0.866577148,0,0,0,1,5,8,0.625013574,0.866577148
HSPA14,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
SUV39H2,0,0,0,1,3,1,3.000079991,0.3125,3,1,3.000079991,0.3125
DCLRE1C,0,0,0,1,0,0,0,1,0,0,0,1
MEIG1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
OLAH,6,5,1.199990875,0.5,0,0,0,1,6,5,1.199990875,0.5
ACBD7,0,0,0,1,0,0,0,1,0,0,0,1
RPP38,0,0,0,1,0,0,0,1,0,0,0,1
NMT2,0,0,0,1,0,0,0,1,0,0,0,1
FAM171A1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ITGA8,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
PTER,1,1,1,0.75,0,0,0,1,1,1,1,0.75
C1QL3,0,0,0,1,0,0,0,1,0,0,0,1
RSU1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CUBN,21,30,0.70001166,0.919610199,0,0,0,1,21,30,0.70001166,0.919610199
TRDMT1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
VIM,0,0,0,1,0,0,0,1,0,0,0,1
ST8SIA6,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
STAM,0,0,0,1,0,0,0,1,0,0,0,1
TMEM236,0,0,0,1,0,0,0,1,0,0,0,1
MRC1,0,0,0,1,0,0,0,1,0,0,0,1
SLC39A12,1,1,1,0.75,0,0,0,1,1,1,1,0.75
ZMYND11,0,0,0,1,2,4,0.500014255,0.890625,2,4,0.500014255,0.890625
CACNB2,0,0,0,1,0,0,0,1,0,0,0,1
NSUN6,9,17,0.529426121,0.962240651,0,0,0,1,9,17,0.529426121,0.962240651
ARL5B,0,0,0,1,0,0,0,1,0,0,0,1
MALRD1,34,28,1.214275752,0.26288668,0,0,0,1,34,28,1.214275752,0.26288668
PLXDC2,1,0,Inf,0.5,1,5,0.200016783,0.984375,2,5,0.399989311,0.9375
NEBL,21,22,0.954532598,0.619604179,2,0,Inf,0.25,23,22,1.04546741,0.5
C10orf113,0,0,0,1,0,0,0,1,0,0,0,1
CASC10,0,0,0,1,16,21,0.761914125,0.8379957,16,21,0.761914125,0.8379957
MLLT10,0,0,0,1,0,0,0,1,0,0,0,1
DNAJC1,0,0,0,1,0,0,0,1,0,0,0,1
COMMD3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
COMMD3-BMI1,0,0,0,1,0,0,0,1,0,0,0,1
BMI1,0,0,0,1,0,0,0,1,0,0,0,1
SPAG6,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PIP4K2A,0,0,0,1,0,0,0,1,0,0,0,1
ARMC3,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
MSRB2,0,0,0,1,0,0,0,1,0,0,0,1
C10orf67,5,0,Inf,0.03125,0,0,0,1,5,0,Inf,0.03125
OTUD1,0,0,0,1,0,0,0,1,0,0,0,1
KIAA1217,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
ARHGAP21,0,0,0,1,0,1,0,1,0,1,0,1
PRTFDC1,25,13,1.923023886,0.036475694,0,0,0,1,25,13,1.923023886,0.036475694
ENKUR,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
THNSL1,29,32,0.906260662,0.695539642,0,0,0,1,29,32,0.906260662,0.695539642
GPR158,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
MYO3A,31,38,0.815796563,0.832221191,0,0,0,1,31,38,0.815796563,0.832221191
GAD2,0,0,0,1,0,0,0,1,0,0,0,1
APBB1IP,0,0,0,1,0,0,0,1,0,0,0,1
PDSS1,0,1,0,1,0,0,0,1,0,1,0,1
ABI1,0,0,0,1,0,0,0,1,0,0,0,1
ANKRD26,6,3,1.999942979,0.25390625,0,0,0,1,6,3,1.999942979,0.25390625
YME1L1,0,0,0,1,0,2,0,1,0,2,0,1
MASTL,2,4,0.500014255,0.890625,0,0,0,1,2,4,0.500014255,0.890625
ACBD5,2,2,1,0.6875,1,0,Inf,0.5,3,2,1.499971557,0.5
PTCHD3,0,0,0,1,0,0,0,1,0,0,0,1
RAB18,0,1,0,1,0,0,0,1,0,1,0,1
MKX,0,0,0,1,3,7,0.428557766,0.9453125,3,7,0.428557766,0.9453125
DIP2C,1,0,Inf,0.5,6,5,1.199990875,0.5,7,5,1.399978104,0.387207031
ARMC4,4,0,Inf,0.0625,0,1,0,1,4,1,3.999558501,0.1875
MPP7,3,1,3.000079991,0.3125,0,0,0,1,3,1,3.000079991,0.3125
WAC,0,0,0,1,0,0,0,1,0,0,0,1
BAMBI,0,0,0,1,0,0,0,1,0,0,0,1
LYZL1,0,0,0,1,0,0,0,1,0,0,0,1
SVIL,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
MTPAP,0,0,0,1,0,0,0,1,0,0,0,1
MAP3K8,0,0,0,1,0,1,0,1,0,1,0,1
LYZL2,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
PFKP,10,8,1.249987863,0.407264709,0,0,0,1,10,8,1.249987863,0.407264709
ZNF438,16,19,0.842111224,0.750220083,0,0,0,1,16,19,0.842111224,0.750220083
ZEB1,0,0,0,1,0,0,0,1,0,0,0,1
PITRM1,15,7,2.142792866,0.066900253,0,0,0,1,15,7,2.142792866,0.066900253
ARHGAP12,0,0,0,1,0,0,0,1,0,0,0,1
KIF5B,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
EPC1,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
CCDC7,5,4,1.249987863,0.5,0,0,0,1,5,4,1.249987863,0.5
ITGB1,0,0,0,1,0,1,0,1,0,1,0,1
NRP1,0,0,0,1,0,0,0,1,0,0,0,1
PARD3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CUL2,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
CREM,0,0,0,1,0,0,0,1,0,0,0,1
CCNY,0,0,0,1,0,0,0,1,0,0,0,1
GJD4,9,12,0.750009839,0.808344841,0,0,0,1,9,12,0.750009839,0.808344841
ANKRD30A,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
KLF6,0,0,0,1,7,3,2.33340772,0.171875,7,3,2.33340772,0.171875
ZNF248,0,0,0,1,0,0,0,1,0,0,0,1
ZNF25,0,0,0,1,0,0,0,1,0,0,0,1
ZNF33A,4,5,0.800007768,0.74609375,0,0,0,1,4,5,0.800007768,0.74609375
ZNF37A,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
ZNF33B,0,1,0,1,0,0,0,1,0,1,0,1
BMS1,0,0,0,1,0,0,0,1,0,0,0,1
RET,0,0,0,1,0,0,0,1,0,0,0,1
CSGALNACT2,0,0,0,1,0,0,0,1,0,0,0,1
RASGEF1A,0,0,0,1,0,0,0,1,0,0,0,1
FXYD4,0,0,0,1,0,0,0,1,0,0,0,1
HNRNPF,0,6,0,1,0,0,0,1,0,6,0,1
ZNF487,0,0,0,1,0,0,0,1,0,0,0,1
ZNF239,9,3,3.000079175,0.072998047,0,0,0,1,9,3,3.000079175,0.072998047
ZNF485,0,1,0,1,0,0,0,1,0,1,0,1
ZNF32,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
CXCL12,0,0,0,1,0,0,0,1,0,0,0,1
TMEM72,0,0,0,1,0,0,0,1,0,0,0,1
RASSF4,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
ZNF22,0,0,0,1,0,0,0,1,0,0,0,1
OR13A1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ALOX5,0,0,0,1,0,0,0,1,0,0,0,1
8-Mar,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
ZFAND4,7,5,1.399978104,0.387207031,0,0,0,1,7,5,1.399978104,0.387207031
SYT15,0,0,0,1,0,0,0,1,0,0,0,1
RBP3,0,0,0,1,0,0,0,1,0,0,0,1
FAM25C,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
FRMPD2,20,25,0.800007768,0.814350983,0,2,0,1,20,27,0.740750943,0.878519891
AKR1E2,9,8,1.124994911,0.5,0,0,0,1,9,8,1.124994911,0.5
MAPK8,0,0,0,1,0,0,0,1,0,0,0,1
ARHGAP22,0,1,0,1,0,0,0,1,0,1,0,1
WDFY4,0,1,0,1,0,0,0,1,0,1,0,1
LRRC18,0,0,0,1,0,0,0,1,0,0,0,1
VSTM4,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
FAM170B,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
TUBB8,0,0,0,1,0,0,0,1,0,0,0,1
C10orf71,0,0,0,1,0,0,0,1,0,0,0,1
DRGX,1,1,1,0.75,0,0,0,1,1,1,1,0.75
ERCC6,9,7,1.285699891,0.401809692,0,0,0,1,9,7,1.285699891,0.401809692
SLC18A3,0,1,0,1,0,0,0,1,0,1,0,1
CHAT,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
AKR1C1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
C10orf53,0,0,0,1,0,0,0,1,0,0,0,1
OGDHL,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
PARG,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
AKR1C2,0,2,0,1,0,0,0,1,0,2,0,1
ASAH2,1,1,1,0.75,18,28,0.642870369,0.948097322,19,29,0.655185356,0.944298554
SGMS1,0,0,0,1,0,0,0,1,0,0,0,1
A1CF,0,0,0,1,0,0,0,1,0,0,0,1
AKR1C3,33,33,1,0.54892075,0,0,0,1,33,33,1,0.54892075
PRKG1,0,0,0,1,0,0,0,1,0,0,0,1
CSTF2T,0,1,0,1,0,0,0,1,0,1,0,1
AKR1C4,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
DKK1,0,0,0,1,0,0,0,1,0,0,0,1
MBL2,0,0,0,1,0,0,0,1,0,0,0,1
UCN3,0,0,0,1,0,0,0,1,0,0,0,1
PCDH15,9,11,0.818188806,0.748277664,0,0,0,1,9,11,0.818188806,0.748277664
TUBAL3,0,3,0,1,0,0,0,1,0,3,0,1
NET1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CALML3,0,1,0,1,0,0,0,1,0,1,0,1
ZWINT,0,0,0,1,0,0,0,1,0,0,0,1
ASB13,15,11,1.363616872,0.278598547,0,0,0,1,15,11,1.363616872,0.278598547
FAM208B,0,0,0,1,0,0,0,1,0,0,0,1
GDI2,0,0,0,1,0,0,0,1,0,0,0,1
IPMK,0,0,0,1,0,0,0,1,0,0,0,1
CISD1,0,0,0,1,0,0,0,1,0,0,0,1
UBE2D1,0,0,0,1,0,0,0,1,0,0,0,1
TFAM,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
BICC1,0,1,0,1,0,0,0,1,0,1,0,1
ANKRD16,2,4,0.500014255,0.890625,0,0,0,1,2,4,0.500014255,0.890625
PHYHIPL,0,0,0,1,0,0,0,1,0,0,0,1
FAM13C,1,1,1,0.75,0,0,0,1,1,1,1,0.75
IL15RA,0,0,0,1,0,0,0,1,0,0,0,1
SLC16A9,0,0,0,1,0,0,0,1,0,0,0,1
CCDC6,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
ANK3,0,0,0,1,0,0,0,1,0,0,0,1
IL2RA,0,0,0,1,0,0,0,1,0,0,0,1
CDK1,0,0,0,1,14,20,0.700011657,0.885259493,14,20,0.700011657,0.885259493
RHOBTB1,3,2,1.499971557,0.5,5,8,0.625013574,0.866577148,8,10,0.800007768,0.759658813
RBM17,0,0,0,1,0,1,0,1,0,1,0,1
TMEM26,0,0,0,1,0,0,0,1,0,0,0,1
ARID5B,0,0,0,1,3,4,0.750009838,0.7734375,3,4,0.750009838,0.7734375
PFKFB3,0,0,0,1,0,0,0,1,0,0,0,1
RTKN2,13,10,1.299984684,0.338819742,0,0,0,1,13,10,1.299984684,0.338819742
ZNF365,0,0,0,1,0,0,0,1,0,0,0,1
ADO,0,0,0,1,0,0,0,1,0,0,0,1
EGR2,0,0,0,1,0,4,0,1,0,4,0,1
NRBF2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
JMJD1C,0,0,0,1,9,7,1.285699891,0.401809692,9,7,1.285699891,0.401809692
REEP3,0,0,0,1,0,0,0,1,0,0,0,1
PRKCQ,0,2,0,1,0,0,0,1,0,2,0,1
CTNNA3,10,14,0.714296887,0.846271873,0,0,0,1,10,14,0.714296887,0.846271873
LRRTM3,0,0,0,1,0,0,0,1,0,0,0,1
DNAJC12,16,10,1.599965244,0.163469791,0,0,0,1,16,10,1.599965244,0.163469791
SIRT1,0,0,0,1,0,0,0,1,0,0,0,1
HERC4,0,0,0,1,1,1,1,0.75,1,1,1,0.75
MYPN,0,0,0,1,0,0,0,1,0,0,0,1
ATOH7,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
PBLD,7,12,0.583347475,0.916465759,0,0,0,1,7,12,0.583347475,0.916465759
HNRNPH3,0,0,0,1,0,0,0,1,0,0,0,1
RUFY2,0,0,0,1,0,0,0,1,0,0,0,1
DNA2,2,4,0.500014255,0.890625,0,0,0,1,2,4,0.500014255,0.890625
SLC25A16,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
TET1,0,0,0,1,0,0,0,1,0,0,0,1
CCAR1,0,0,0,1,5,4,1.249987863,0.5,5,4,1.249987863,0.5
STOX1,0,0,0,1,0,0,0,1,0,0,0,1
DDX50,1,1,1,0.75,0,0,0,1,1,1,1,0.75
DDX21,0,0,0,1,0,0,0,1,0,0,0,1
SRGN,0,0,0,1,0,0,0,1,0,0,0,1
VPS26A,0,1,0,1,0,0,0,1,0,1,0,1
SUPV3L1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
HKDC1,11,3,3.666212262,0.028686523,0,0,0,1,11,3,3.666212262,0.028686523
HK1,0,0,0,1,1,4,0.250027597,0.96875,1,4,0.250027597,0.96875
TACR2,7,10,0.700011655,0.833847046,0,0,0,1,7,10,0.700011655,0.833847046
TSPAN15,0,0,0,1,0,0,0,1,0,0,0,1
NEUROG3,0,0,0,1,0,0,0,1,0,0,0,1
COL13A1,13,17,0.764715131,0.819202696,8,6,1.333315842,0.395263672,21,23,0.913060519,0.674206086
H2AFY2,0,0,0,1,5,1,4.999580449,0.109375,5,1,4.999580449,0.109375
AIFM2,9,7,1.285699891,0.401809692,0,0,0,1,9,7,1.285699891,0.401809692
TYSND1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SAR1A,0,0,0,1,0,0,0,1,0,0,0,1
PPA1,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
NPFFR1,11,4,2.750064707,0.059234619,3,3,1,0.65625,14,7,1.999942973,0.094623566
LRRC20,6,8,0.750009839,0.788024902,0,0,0,1,6,8,0.750009839,0.788024902
EIF4EBP2,0,0,0,1,0,0,0,1,0,0,0,1
NODAL,0,0,0,1,0,0,0,1,0,0,0,1
PALD1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
PRF1,0,0,0,1,0,0,0,1,0,0,0,1
ADAMTS14,9,3,3.000079175,0.072998047,0,0,0,1,9,3,3.000079175,0.072998047
TBATA,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
SGPL1,0,3,0,1,0,0,0,1,0,3,0,1
PCBD1,4,10,0.399989377,0.971313477,0,0,0,1,4,10,0.399989377,0.971313477
UNC5B,10,12,0.83333967,0.738266468,0,0,0,1,10,12,0.83333967,0.738266468
SLC29A3,0,0,0,1,0,0,0,1,0,0,0,1
SFMBT2,0,0,0,1,0,3,0,1,0,3,0,1
CDH23,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PSAP,0,0,0,1,0,0,0,1,0,0,0,1
CHST3,0,0,0,1,0,0,0,1,0,0,0,1
SPOCK2,0,0,0,1,0,0,0,1,0,0,0,1
ASCC1,8,7,1.142851156,0.5,0,0,0,1,8,7,1.142851156,0.5
ANAPC16,0,0,0,1,0,0,0,1,0,0,0,1
DDIT4,0,0,0,1,0,0,0,1,0,0,0,1
DNAJB12,0,0,0,1,0,0,0,1,0,0,0,1
MICU1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
MCU,0,0,0,1,0,0,0,1,0,0,0,1
OIT3,0,2,0,1,0,0,0,1,0,2,0,1
PLA2G12B,0,0,0,1,0,0,0,1,0,0,0,1
P4HA1,0,1,0,1,0,0,0,1,0,1,0,1
NUDT13,12,16,0.75000984,0.827535775,0,0,0,1,12,16,0.75000984,0.827535775
ECD,11,8,1.374979758,0.323802948,0,0,0,1,11,8,1.374979758,0.323802948
FAM149B1,7,2,3.499540442,0.08984375,0,0,0,1,7,2,3.499540442,0.08984375
DNAJC9,0,0,0,1,0,0,0,1,0,0,0,1
MRPS16,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
ANXA7,13,6,2.166601195,0.083534241,0,0,0,1,13,6,2.166601195,0.083534241
MSS51,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
PPP3CB,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
USP54,0,0,0,1,0,1,0,1,0,1,0,1
MYOZ1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
SYNPO2L,0,1,0,1,0,0,0,1,0,1,0,1
AGAP5,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SEC24C,0,0,0,1,0,0,0,1,0,0,0,1
FUT11,3,5,0.600013957,0.85546875,0,0,0,1,3,5,0.600013957,0.85546875
CHCHD1,0,2,0,1,0,0,0,1,0,2,0,1
ZSWIM8,0,0,0,1,25,23,1.086929109,0.442716749,25,23,1.086929109,0.442716749
NDST2,0,1,0,1,0,0,0,1,0,1,0,1
CAMK2G,0,0,0,1,5,2,2.500066806,0.2265625,5,2,2.500066806,0.2265625
C10orf55,0,0,0,1,0,0,0,1,0,0,0,1
